連結,⬅,累了點一下,,,,,,
,176,2023/10/2,笑聲蒐集,2:00:43.0,2:00:54.0,https://www.youtube.com/watch?v=_tBi5a5a2BQ,笑聲,
,177,2023/10/2,讓我們用最熱烈的掌聲 祝福這對新人的誕生,2:38:23.0,2:38:29.0,https://www.youtube.com/watch?v=_tBi5a5a2BQ,日常,新人
,178,2023/10/2,婚叫的關係 男上加男 by昆布,2:40:38.0,2:40:42.0,https://www.youtube.com/watch?v=_tBi5a5a2BQ,日常,Gayge
,179,2023/10/2,怎麼樣!打電動可以賺錢嗎?可以!怎麼樣!,2:53:45.3,2:53:50.7,https://www.youtube.com/watch?v=_tBi5a5a2BQ,日常,迷惑
,180,2023/10/2,呃~~~雞皮疙瘩!雞皮疙瘩都起來了!痾@#%@#%(怪聲),1:36:42.0,1:36:49.0,https://www.youtube.com/watch?v=d8v5xeB5aCc,怪聲音,
,181,2023/10/6,還要多久~還要多久~還要多久~(熙蘿音),1:45:13.5,1:45:17.5,https://www.youtube.com/watch?v=D-kYpXc7eLs,模仿,熙蘿
,182,2023/10/6,大便的離開 是因為馬桶水的追求 還是屁股的不挽留,1:55:30.0,1:55:37.0,https://www.youtube.com/watch?v=D-kYpXc7eLs,暴言,
,183,2023/10/6,我的演算法 我的演算法 我要崩潰了(崩潰)-超好笑,1:57:05.8,1:57:17.0,https://www.youtube.com/watch?v=D-kYpXc7eLs,叫聲,哀號
,184,2023/10/6,我恨你們!我的演算法爆炸了!!!(哭哭),1:57:25.0,1:57:41.0,https://www.youtube.com/watch?v=D-kYpXc7eLs,日常,哀號
,185,2023/10/7,看三小!你很醜诶!看三小!!(超派),0:32:30,0:32:36.0,https://www.youtube.com/watch?v=grmyjNPzJOM,,
,186,2023/10/7,我也太矮了吧,0:32:38.0,0:32:39.0,https://www.youtube.com/watch?v=grmyjNPzJOM,日常,145
,187,2023/10/7,幹嘛?!打架阿!打架阿,0:48:20.0,0:48:23.0,https://www.youtube.com/watch?v=grmyjNPzJOM,日常,躁
,188,2023/10/7,嚇到尖叫,0:48:06.0,0:48:07.0,https://www.youtube.com/watch?v=grmyjNPzJOM,叫聲,
,189,2023/10/7,嚇到尖叫2,1:11:03.0,1:11:03.5,https://www.youtube.com/watch?v=grmyjNPzJOM,叫聲,
,190,2023/10/7,嚇到尖叫3,1:19:16.5,1:19:18.0,https://www.youtube.com/watch?v=grmyjNPzJOM,叫聲,
,191,2023/10/7,過來啊!!過來啊!!!你過來!!!來!!!,1:26:45.8,1:26:51.5,https://www.youtube.com/watch?v=grmyjNPzJOM,日常,躁
,192,2023/10/7,來來來來來!你跑屁阿?不是很勇嗎!蛤~,1:27:16.0,1:27:21.5,https://www.youtube.com/watch?v=grmyjNPzJOM,日常,躁
,193,2023/10/7,來來來~對對對!媽媽在這裡喔~,1:28:35.0,1:28:40.5,https://www.youtube.com/watch?v=grmyjNPzJOM,福利,熙媽
,194,2023/10/7,嚇到尖喔,1:29:52.5,1:29:53.0,https://www.youtube.com/watch?v=grmyjNPzJOM,叫聲,
,195,2023/10/7,噗!(吐口水),1:31:11.0,1:31:12.0,https://www.youtube.com/watch?v=grmyjNPzJOM,怪聲音,吐口水
,196,2023/10/9,氣質羊駝,0:54:54.0,0:55:03.0,https://www.youtube.com/watch?v=FcTb7DstwYE,日常,迷惑
,197,2023/10/10,喔~~~~~~(破音) 玄鳳飛踢,1:26:29.5,1:26:32.0,https://www.youtube.com/watch?v=vcAJLzGVadY,叫聲,
,198,2023/10/11,窩裂開 窩不知道,0:36:53.0,0:36:57.0,https://www.youtube.com/watch?v=hUmGlY0Rw2s,日常,迷惑
,199,2023/10/12,無恥的小賤人!你們這群無恥的小賤人!小綠茶(王小路熙歌),0:41:51.5,0:41:57.0,https://www.youtube.com/watch?v=ZUp1uwNg1Ng,模仿,王小路熙歌
,200,2023/10/12,我要一個打兩個 怎麼贏(王小路熙歌),0:42:01.0,0:42:04.0,https://www.youtube.com/watch?v=ZUp1uwNg1Ng,模仿,王小路熙歌
,201,2023/10/13,靠么喔!我忘記我心跳感測器開著(笑聲蒐集),0:46:45.0,0:46:59.0,https://www.youtube.com/watch?v=3nYzID9-r_s,笑聲,
,202,2023/10/13,啊~~不要!不要!不要!我不要!(怕鬼出現),1:29:36.0,1:29:43.5,https://www.youtube.com/watch?v=3nYzID9-r_s,叫聲,害怕
,203,2023/10/13,啊~~~我不要啦(撒嬌)我不要我不要!媽媽~,1:31:33.0,1:31:47.0,https://www.youtube.com/watch?v=3nYzID9-r_s,叫聲,撒嬌
,204,2023/10/13,啊—啊⬈—啊~~⬊,1:31:49.2,1:31:54.2,https://www.youtube.com/watch?v=3nYzID9-r_s,叫聲,
,205,2023/10/13,救救我~~~~救~~~~~~~~~~,1:32:25.0,1:32:33.0,https://www.youtube.com/watch?v=3nYzID9-r_s,日常,害怕
,206,2023/10/13,嚇到尖叫,1:43:36.0,1:43:38.0,https://www.youtube.com/watch?v=3nYzID9-r_s,叫聲,
,207,2023/10/19,大家 我該怎麼辦 怎麼辦(日文撒嬌音),0:27:23.0,0:27:28.0,https://www.youtube.com/watch?v=7S83B4bcKu8,日常,撒嬌
,208,2023/10/19,這個，就是，所謂的，在你耳朵旁邊，講話~,0:38:35.0,0:38:43.5,https://www.youtube.com/watch?v=7S83B4bcKu8,福利,貼麥
,209,2023/10/19,極度稀有-氣質笑(笑聲蒐集),0:38:51.0,0:38:53.0,https://www.youtube.com/watch?v=7S83B4bcKu8,笑聲,
,210,2023/10/19,涅默模仿:感謝你的可愛費!歡迎加入姊妹會,1:36:20.5,1:36:30.5,https://www.youtube.com/watch?v=7S83B4bcKu8,模仿,涅默
,211,2023/10/25,我外送呢?嗚~~~~,0:25:34.0,0:25:40.0,https://www.youtube.com/live/-VjZjKuz12M,怪聲音,
,212,2023/10/25,啊~~~(快破音),3:17:50.0,3:17:51.5,https://www.youtube.com/watch?v=xPwokkgUiWw,叫聲,
,213,2023/10/25,那個那個那個 太陰險了吧,3:34:04.0,3:34:13.0,https://www.youtube.com/watch?v=xPwokkgUiWw,日常,罵
,214,2023/10/26,恩~~~還是一樣好吃!,0:53:43.5,0:53:51.3,https://www.youtube.com/watch?v=ZkH7FPZcufQ,怪聲音,
,215,2023/10/26,恩~~~哼~~~~一樣好吃!,0:54:48.5,0:54:51.2,https://www.youtube.com/watch?v=ZkH7FPZcufQ,怪聲音,
,216,2023/11/1,甚麼甚麼~魅惑女巫嗎?(自釣),0:58:22.0,0:58:26.0,https://www.youtube.com/watch?v=d3AbI4IpTSE,日常,自釣
,217,2023/11/1,蛤?蛤?女巫…蛤!!!(發現自釣),0:58:53.0,0:59:00.0,https://www.youtube.com/watch?v=d3AbI4IpTSE,日常,
,218,2023/11/1,笑到停不下來(笑聲蒐集),1:08:38.0,1:08:54.0,https://www.youtube.com/watch?v=d3AbI4IpTSE,笑聲,
,219,2023/11/1,估嘰咕嘰估機 咕雞咕雞咕雞,1:26:39.0,1:26:42.4,https://www.youtube.com/watch?v=d3AbI4IpTSE,日常,迷惑
,220,2023/11/1,學貓叫,1:26:58.5,1:27:09.3,https://www.youtube.com/watch?v=d3AbI4IpTSE,模仿,貓
,221,2023/11/1,姆屋(親歐比),1:48:58.0,1:49:00.0,https://www.youtube.com/watch?v=d3AbI4IpTSE,福利,
,222,2023/11/1,歐比叫1,1:51:23.0,1:51:24.0,https://www.youtube.com/watch?v=d3AbI4IpTSE,日常,歐比
,223,2023/11/1,歐比叫2,1:52:08.0,1:52:09.5,https://www.youtube.com/watch?v=d3AbI4IpTSE,日常,歐比
,224,2023/11/1,氣質全無 modcheck(釣魚),2:25:04.0,2:25:08.0,https://www.youtube.com/watch?v=d3AbI4IpTSE,日常,釣魚
,225,2023/11/6,噗~~~~噗!(熙駝),0:42:14.0,0:42:18.5,https://www.youtube.com/watch?v=KDzpD0d48CE,怪聲音,熙駝
,226,2023/11/6,吃藥囉~要乖乖吃藥 病才好的快,0:44:26.0,0:44:36.0,https://www.youtube.com/watch?v=KDzpD0d48CE,福利,台詞
,227,2023/11/8,因為你是個臭臭的大笨蛋,1:20:33.0,1:20:36.5,https://www.youtube.com/watch?v=z0jv6TEi-QE,福利,傲嬌
,228,2023/11/8,說實在的 我到底為什麼要跟你說話 我還有更重要的事,1:20:36.5,1:20:42.0,https://www.youtube.com/watch?v=z0jv6TEi-QE,福利,傲嬌
,229,2023/11/8,才不是想跟你講話呢 才沒有寂寞 才沒有孤單(傲嬌),1:20:48.5,1:20:55.0,https://www.youtube.com/watch?v=z0jv6TEi-QE,福利,傲嬌
,230,2023/11/13,為什麼那些人要再奇怪的地方 戴著奇怪的頭套,2:04:36.0,2:04:42.8,https://www.youtube.com/watch?v=EcZUZu2cR-4,臭人,婚叫
,231,2023/11/15,這個真的不是甚麼樣品屋嗎(自釣),1:47:48.0,1:47:53.0,https://www.youtube.com/watch?v=cqLjCHVTDMA,日常,自釣
,232,2023/11/16,怎麼樣 可愛嗎 我的腳腳很可愛嗎(Q熙),0:47:51.0,0:47:55.0,https://www.youtube.com/watch?v=kTie-0UKF5s&t=3s,分靈體,Q熙
,233,2023/11/16,你們這些 @%#人 是不是很喜歡腳腳ㄚ? 變態!(Q熙),0:47:54.8,0:48:00.8,https://www.youtube.com/watch?v=kTie-0UKF5s&t=3s,分靈體,Q熙
,234,2023/11/17,非常真心被嚇到的尖叫聲(畫面注意),2:00:12.5,2:00:14.0,https://www.youtube.com/watch?v=eBOXo50uIAg,叫聲,嚇到
,235,2023/11/17,嚇到哭哭 我要去換褲子了啦QAQ,2:00:31.0,2:00:45.0,https://www.youtube.com/watch?v=eBOXo50uIAg,日常,嚇哭
,236,2023/11/18,點一首眉飛色舞嗎(算自釣 明明SC沒有嗎 www),0:22:31.5,0:22:36.0,https://www.youtube.com/watch?v=_E1yB6vUAdc,日常,自釣
,237,2023/11/20,QOO~有種果汁真好喝,2:32:44.5,2:32:51.5,https://www.youtube.com/watch?v=yKcJeJodKxA,唱歌,QOO
,238,2023/11/28,周年感性哭哭歌,4:13:00.0,4:16:05.0,https://www.youtube.com/watch?v=GuUrk5ySUag,日常,告白
,239,2023/12/6,原來不是平常 上班到一半拉開褲頭就可以統計(偏左偏右),1:28:13.8,1:28:18.8,https://www.youtube.com/watch?v=k09DulFLWHw,暴言,
,240,2023/12/6,我不知道 我不知道啦~~~!!!,1:28:20.0,1:28:25.5,https://www.youtube.com/watch?v=k09DulFLWHw,日常,
,241,2023/12/6,啊~~~我的聊天室不乾淨了!,1:28:32.0,1:28:37.5,https://www.youtube.com/watch?v=k09DulFLWHw,叫聲,
,242,2023/12/6,我的直播間不乾淨了!我的聊天室不乾淨了!媽咪!!,1:28:48.0,1:28:56.5,https://www.youtube.com/watch?v=k09DulFLWHw,日常,哀號
,243,2023/12/10,微笑小歌歌 讓微笑融化你的心 啾咪~,0:26:57.0,0:27:00.2,https://www.youtube.com/live/hiGTHko5w24?si=UTMxJkB9AWRTyU1M,分靈體,微笑小熙歌
,244,2023/12/13,可以放手屁給你們聽 要不要(Q熙),0:23:26.0,0:23:31.0,https://www.youtube.com/watch?v=-C1PArMehV4,分靈體,Q熙
,245,2023/12/14,不要像拎抹布一樣 禮貌呢 尊重呢?,0:46:22.5,0:46:27.5,https://www.youtube.com/watch?v=WYQ9N5Qnfmo,日常,躁
,246,2023/12/30,瞬間踩下油門 啊~~~~~~~~~~(撞車),2:12:43.0,2:12:48.0,https://www.youtube.com/watch?v=UPIJHahDn60,叫聲,
,247,2024/1/3,聯邦的小朋友們 都是怪物嗎(自釣),0:40:14.0,0:40:18.0,https://www.youtube.com/watch?v=b2Z91daW58I,日常,自釣
,248,2024/1/13,我還沒開始輸出呢 你怎麼就跑了,1:40:49.5,1:40:52.0,https://www.youtube.com/watch?v=i8D6I0E7N2M,日常,
,249,2024/1/17,你們在瘋狂抽高的那段時間 骨頭會痛嗎 活該啦 哈哈,0:33:52.0,0:34:00.0,https://www.youtube.com/watch?v=CaSsyur45KU,日常,
,250,2024/1/18,阿!不要擋在那裏! 你這個他媽的烏威(?),2:04:12.0,2:04:17.5,https://www.youtube.com/watch?v=IUQvdqoAiho,叫聲,
,251,2024/1/19,香魚阿 不要忘記包水餃企劃 大家都在期待(回頭看自己找死的歌www),2:09:40.0,2:09:50.0,https://www.youtube.com/live/_gp-Uk9uRbg?si=8cc8osFguC3N0Q7T,日常,
,252,2024/1/22,這個人禮拜六沒有睡覺!,0:38:02.0,0:38:12.0,https://www.youtube.com/live/H02bBDjbQy0?si=HnooGp_TviinKII0,日常,迷惑
,253,2024/1/22,你們彈我彈的毫不留情(看喝苦茶),1:49:03.6,1:49:21.0,https://www.youtube.com/watch?v=H02bBDjbQy0,日常,
,254,2024/1/25,阿!對!!!阿!!!!(想起迷因歌 陷入瘋狂；音量注意),2:12:41.0,2:12:47.0,https://www.youtube.com/watch?v=VmmfMuVjjbs,叫聲,興奮
,255,2024/1/27,屁啦 我這樣還贏,3:46:11.0,3:46:17.5,https://www.youtube.com/watch?v=WqZBRqhPvg8,叫聲,
,256,2024/1/28,遮起來更奇怪了 不要看 不要看 阿!!!!(抱枕開箱),1:26:29.0,1:26:39.0,https://www.youtube.com/watch?v=WmThAijC6IU,叫聲,害羞
,257,2024/1/31,喔~~~喔優~~~喔優➚(啥聲音www),1:19:07.0,1:19:12.0,https://www.youtube.com/watch?v=wdqzMLNS1U0,怪聲音,
,258,2024/2/3,選取毀損的圍欄並按下Delt刪除……這是路燈!,1:47:07.0,1:47:37.0,https://www.youtube.com/watch?v=xhU-FDMcAsc,日常,迷惑
,259,2024/2/5,大家好~我們是得體三姊妹!,2:17:48.5,2:17:57.0,https://www.youtube.com/watch?v=1VXEOGGP0-0,日常,迷惑
,260,2024/2/7,白天喝酒要小心肝(自釣?),1:33:26.5,1:33:33.0,https://www.youtube.com/watch?v=hZMsr3TAoDQ,日常,自釣
,261,2024/2/9,你昨天幾點睡? 蛤?,1:55:10.5,1:55:13.5,https://www.youtube.com/watch?v=HA2kI9zfQl8,日常,審問
,262,2024/2/9,5MA之歌-直播版,3:01:28.0,3:02:19.5,https://www.youtube.com/watch?v=HA2kI9zfQl8,唱歌,5MA
,263,2024/2/12,我寧願花上一輩子的時間 只為了和你們相處(金磚台詞),3:02:26.0,3:02:39.0,https://www.youtube.com/watch?v=kaPLdMpcv0M,福利,台詞
,264,2024/2/12,到底甚麼時候要把我娶回家嘛? 快要忍不了了啦(金磚台詞),3:08:30.0,3:08:45.0,https://www.youtube.com/watch?v=kaPLdMpcv0M,福利,台詞
,265,2024/2/12,黑洞咆嘯~嘎喔!嘎喔!,0:27:10.0,0:27:14.0,https://www.youtube.com/watch?v=kaPLdMpcv0M,福利,台詞
,266,2024/2/16,反正總而言之 我不會吃到 哈哈(以為不會吃到香餃的歌),3:06:08.8,3:06:13.8,https://www.youtube.com/watch?v=aet2cktdW6Q,日常,迷惑
,267,2024/2/16,阿!我要中風了!埃嚎,0:31:06.0,0:31:09.0,https://www.youtube.com/watch?v=RpY3NgdxzEI,叫聲,哀號
,268,2024/2/16,不要!不要拿著菜刀 揮來揮去 deadge,0:33:29.5,0:33:33.5,https://www.youtube.com/watch?v=RpY3NgdxzEI,日常,哀號
,269,2024/2/16,好難吃喔!!這甚麼東西!!!(破音),3:55:48.0,3:55:52.5,https://www.youtube.com/watch?v=RpY3NgdxzEI,日常,哀號
,270,2024/2/16,你看著這坨賽 你跟我說他正常?!,3:59:44.0,3:59:46.5,https://www.youtube.com/watch?v=RpY3NgdxzEI,日常,躁
,271,2024/2/16,為什麼要包奶頭給我啊!!!,4:02:44.0,4:02:49.0,https://www.youtube.com/watch?v=RpY3NgdxzEI,暴言,
,272,2024/2/16,它們超過份的!那些肉是怎樣?那些正常的餃是怎樣!,4:28:06.8,4:28:18.8,https://www.youtube.com/watch?v=RpY3NgdxzEI,日常,躁
,273,2024/2/28,诶!打不開!,0:16:17.0,0:16:19.5,https://www.youtube.com/watch?v=rEgAGU_ZZaQ,日常,
,274,2024/2/28,這個怎麼那麼緊阿 我等下會不會打到自己的頭阿?,0:16:24.0,0:16:30.0,https://www.youtube.com/watch?v=rEgAGU_ZZaQ,日常,
,275,2024/2/28,熙熙吐 熙熙吐 啊!!!!(被打開的木塞嚇到),0:17:20.0,0:17:23.0,https://www.youtube.com/watch?v=rEgAGU_ZZaQ,叫聲,嚇到
,276,2024/2/28,有甚麼毛病 不要! 不要~(軟萌歌),1:02:23.5,1:02:28.5,https://www.youtube.com/watch?v=rEgAGU_ZZaQ,日常,撒嬌音
,277,2024/2/28,我也愛你們喔!嘻~~,1:14:36.0,1:14:39.0,https://www.youtube.com/watch?v=rEgAGU_ZZaQ,福利,醉歌
,278,2024/2/28,敲可愛~,1:25:31.0,1:25:33.5,https://www.youtube.com/watch?v=rEgAGU_ZZaQ,福利,醉歌
,279,2024/2/28,拋瓦~,1:43:55.0,1:43:58.0,https://www.youtube.com/watch?v=rEgAGU_ZZaQ,福利,醉歌
,280,2024/2/28,喝太多就會這樣嘛~你很奇怪!幹嘛鞭 哼!,1:50:12.0,1:50:17.0,https://www.youtube.com/watch?v=rEgAGU_ZZaQ,福利,醉歌
,281,2024/2/28,最愛你們了 阿哩壓豆~,1:56:42.7,1:56:45.0,https://www.youtube.com/watch?v=rEgAGU_ZZaQ,福利,醉歌
,282,2024/2/28,動物胖胖都可以可愛 人胖胖就會醜醜 為什麼!!!,2:01:09.5,2:01:16.0,https://www.youtube.com/watch?v=rEgAGU_ZZaQ,福利,醉歌
,283,2024/2/28,至少給我選一個 不要在那裏你們都是我的翅膀 沒有啦,3:45:45.0,3:45:55.0,https://www.youtube.com/watch?v=rEgAGU_ZZaQ,福利,醉歌
,284,2024/2/28,它就是會不見 我也沒有辦法…(里程碑消失),3:47:20.0,3:47:23.6,https://www.youtube.com/watch?v=rEgAGU_ZZaQ,福利,醉歌
,285,2024/2/28,我也沒有辦法 我也不想啊…(超可愛生物出沒),3:47:29.0,3:47:35.0,https://www.youtube.com/watch?v=rEgAGU_ZZaQ,福利,醉歌
,286,2024/2/28,希望大家可以跟著我一起往前衝~! 衝衝衝!,3:48:28.5,3:48:38.0,https://www.youtube.com/watch?v=rEgAGU_ZZaQ,福利,醉歌
,287,2024/2/28,我有甚麼事情還沒做嗎? 應該…該做的都做完了吧,3:50:36.0,3:50:44.0,https://www.youtube.com/watch?v=rEgAGU_ZZaQ,福利,醉歌
,288,2024/2/28,很感謝大家 謝謝大家今天來 5MA~~~!,3:52:18.0,3:52:24.0,https://www.youtube.com/watch?v=rEgAGU_ZZaQ,福利,醉歌
,289,2024/2/28,大家掰掰~晚安~晚安~~晚安~~~~!!!!,3:52:25.0,3:52:38.0,https://www.youtube.com/watch?v=rEgAGU_ZZaQ,福利,醉歌
,290,2024/3/4,嘿嘿嘿~,0:33:47.0,0:33:48.5,https://www.youtube.com/watch?v=8bq8K2vuno0,日常,迷惑
,291,2024/3/14,親愛的婚叫們 來~啊~~~~~啊~~~~~,0:14:17.0,0:14:22.0,https://www.youtube.com/watch?v=MDRkiAgfRig,福利,餵食
,292,2024/3/16,你們誰要去擠他的白色醬汁 我也不想知道….???,0:58:40.0,0:58:47.5,https://www.youtube.com/live/paCyMn2FYnA?si=3NRjawbLC8Xa2QLR,暴言,
,293,2024/3/16,你就是個M,1:01:24.5,1:01:27.0,https://www.youtube.com/watch?v=paCyMn2FYnA&t=3684s,日常,罵
,294,2024/3/20,我愛你們喔~,1:41:23.5,1:41:26.0,https://www.youtube.com/watch?v=DKjGSo0wxRk,福利,
,295,2024/3/24,OPEN~槓!!!,1:07:26.0,1:07:28.0,https://www.youtube.com/watch?v=GkV7CNTv6YU,日常,躁
,296,2023/8/22,聊天室你們這群小G8 5MA 5MA,,,https://www.twitch.tv/cygxdfp/clip/AlertGoodLeopardTriHard-vW3S4g4I5SytrNXr,福利,
,297,2023/8/15,熙歌模仿女記者,,,https://clips.twitch.tv/SincereTemperedBadgerTriHard-wZZCljD9-u7NjkAQ?tt_content=url&tt_medium=clips_api,模仿,女記者
,298,2024/2/9,公開處刑 有很多尖叫,,,https://clips.twitch.tv/ExpensiveKnottyPlumageBudBlast-PzuW6pLutdtuJBZP?tt_content=url&tt_medium=clips_api,叫聲,
